Año Comercial,Tramo segun ventas (18 tramos),Tramo segun ventas (13 tramos),Tramo segun ventas (5 tramos),Número de empresas,Ventas anuales en UF,Número de trabajadores dependientes informados,Renta neta informada en UF,Trabajadores ponderados por meses trabajados,Número de trabajadores dependientes de género femenino informados,"Renta neta informada en UF, trabajadores de género femenino",Trabajadores de género femenino ponderados por meses trabajados,Número de trabajadores dependientes de género masculino informados,"Renta neta informada en UF, trabajadores de género masculino",Trabajadores de género masculino ponderados por meses trabajados,Número de trabajadores a honorarios informados,Honorarios pagados informados en UF,Trabajadores a honorarios ponderados por meses trabajados,Número de trabajadores a honorarios de género femenino informados,Honorarios pagados informados a trabajadores de género femenino en UF,Trabajadores a honorarios de género femenino ponderados por meses trabajados,Número de trabajadores a honorarios de género masculino informados,Honorarios pagados informados a trabajadores de género masculino en UF,Trabajadores a honorarios de género masculino ponderados por meses trabajados
2010,Tramo 9 hasta 75.000 UF,Mediana 2,Mediana,5277,322844467.38,385055,43410337.641,203200.4,132509,13462134.687,70734.633,251385,29919695.384,132364.101,134347,8681419.817,0,59189,3354802.373,0,75158,5309630.811,0
2010,Tramo 13 hasta 1.000.000 UF,Grande 3,Grande,884,681462501.92,403625,74433711.812,245009.741,128504,19478121.81,82616.056,274122,54842322.308,162311.268,87377,6018322.211,0,38252,2271687.483,0,49125,3738457.332,0
2010,Tramo 18 más de 60.000.000 UF,Grande 4,Grande,17,3290285781.06,75634,74311694.411,66939.994,24042,13273603.684,20523.248,51412,61030536.721,46397.247,11457,1394556.426,0,4105,338659.69,0,7352,1052380.25,0
2010,Tramo 17 hasta 60.000.000 UF,Grande 4,Grande,32,1316809932.39,102816,37572809.563,76516.985,38315,8445376.71,27377.411,64295,29113979.326,49116.991,15332,1038379.304,0,5939,276487.544,0,9393,758422.366,0
2011,Tramo 12 hasta 600.000 UF,Grande 2,Grande,4129,1384430037.56,1034595,143223633.412,559560.651,358582,39206550.299,194909.075,672474,103873756.631,364469.994,241567,15381996.233,0,101668,5552756.139,0,139899,9800882.064,0
2011,Tramo 3 hasta 600 UF,Micro 2,Micro,166551,61596361.75,87906,11140611.513,54294.315,37368,5528940.872,25425.576,50335,5606047.225,28827.738,122952,3525160.529,0,63808,1622918.026,0,59144,1898358.052,0
2011,Tramo 16 hasta 30.000.000 UF,Grande 4,Grande,66,1391654663.52,121435,51877935.957,93061.234,45411,13202992.915,34478.91,75556,38659421.17,58563.657,65503,3995701.122,0,34641,1597817.9,0,30862,2395975.216,0
2011,Tramo 11 hasta 200.000 UF,Grande 1,Grande,5254,731383756.62,697576,88104388.155,364521.396,233007,24743945.665,121447.103,461833,63269978.752,242910.71,195622,13567541.395,0,80962,5212247.52,0,114660,8331768.205,0
2011,Tramo 7 hasta 25.000 UF,Pequeña 3,Pequeña,36965,573777127.91,785741,73975858.754,413216.792,257465,25019825.587,141009.184,526090,48882922.159,271782.525,301259,22520322.974,0,126290,8968393.526,0,174969,13525970.945,0
2011,Tramo 10 hasta 100.000 UF,Mediana 2,Mediana,3287,284410102.12,305831,36915571.789,162963.587,108222,11379105.586,57987.805,196645,25500831.383,104872.198,116235,6757144.051,0,51554,2537692.862,0,64681,4210487.244,0
2011,Tramo 14 hasta 3.000.000 UF,Grande 4,Grande,1109,1850274652.24,901589,175559359.579,546820.876,307233,47478331.831,194984.847,591468,127863308.387,351627.694,339756,16420572.399,0,222127,7005087.941,0,117629,9392935.109,0
2011,Tramo 15 hasta 15.000.000 UF,Grande 4,Grande,562,3495075635.8,657082,177890002.369,415338.437,216822,41274742.507,135675.532,437233,136406830.773,279486.405,159049,9581921.238,0,69455,3244822.075,0,89594,6324951.757,0
2011,Tramo 2 hasta 200 UF,Micro 1,Micro,247054,18657601.47,98423,26248420.26,73237.485,56375,14952851.661,44581.326,41802,11283858.601,28627.243,135672,4890068.93,0,75278,2091689.625,0,60394,2796538.068,0
2011,Tramo 9 hasta 75.000 UF,Mediana 2,Mediana,5762,351872624.41,415339,48022829.668,215536.056,141946,14549015.066,73914.629,272158,33432666.11,141499.677,130605,9267185.769,0,54066,3573878.516,0,76539,5679237.274,0
2011,Tramo 13 hasta 1.000.000 UF,Grande 3,Grande,1010,777905821.38,464019,78630836.539,263546.054,154722,20756057.756,89771.131,307924,57785844.676,173701.258,91502,6566504.69,0,41251,2473112.689,0,50251,4081163.226,0
2011,Tramo 17 hasta 60.000.000 UF,Grande 4,Grande,44,1865685111.46,108629,44090097.081,72246.732,46232,9530156.047,28453.908,61569,34223303.939,43721.991,35982,1483682.387,0,17828,491918.595,0,18154,988217.398,0
2011,Tramo 6 hasta 10.000 UF,Pequeña 2,Pequeña,48238,338750675.46,493748,40445969.002,256935.619,168452,15074714.011,91699.707,323591,25317123.656,164903.496,211887,15062219.878,0,92697,6390277.604,0,119190,8651813.373,0
2011,Tramo 4 hasta 2.400 UF,Micro 3,Micro,200347,251565131.6,346968,31162851.236,195461.75,141002,15525511.707,89827.136,205017,15606277.497,105415.696,257132,11198831.675,0,126548,5251942.002,0,130584,5937036.024,0
2011,Tramo 8 hasta 50.000 UF,Mediana 1,Mediana,15008,525116023.11,701640,77161979.635,368291.23,245682,25669825.989,129484.352,454044,51435356.134,238549.713,244817,17596525.831,0,102272,6785715.595,0,142545,10788591.48,0
2011,Tramo 5 hasta 5.000 UF,Pequeña 1,Pequeña,75627,262680124,383243,35878763.09,201631.318,134104,14626945.424,76868.218,248026,21224746.044,124543.516,194302,12000264.516,0,89692,5430737,0,104610,6556579.24,0
2011,Tramo 18 más de 60.000.000 UF,Grande 4,Grande,26,4173032531.97,120274,91659013.159,100803.322,39292,19118424.003,32883.495,80038,72517922.156,67891.575,15673,1836091.857,0,5437,448607.339,0,10236,1383338.609,0
2011,Tramo 1 Sin ventas/Sin info.,Sin Ventas/Sin Información,Sin Ventas/Sin Información,156796,0,515504,143825376.568,423102.028,230910,60165823.963,184983.388,283539,83626554.537,238042.555,186006,21478498.834,0,89879,8981084.168,0,96127,12481476.493,0
2012,Tramo 7 hasta 25.000 UF,Pequeña 3,Pequeña,39548,614238457.54,831740,85850877.823,443236.866,280311,29747743.037,154925.095,549742,56011979.964,287887.77,311506,23909383.014,93964.144,132217,9615532.708,41711.205,179289,14273044.23,52205.189
2012,Tramo 9 hasta 75.000 UF,Mediana 2,Mediana,6207,378813196.19,428724,51933052.466,224261.136,150589,16317842.595,78735.376,276911,35581995.719,145400.76,137841,9818097.69,38294.702,57410,3744160.1,16589.98,80431,6059208.145,21683.222
2012,Tramo 8 hasta 50.000 UF,Mediana 1,Mediana,16272,571153481.23,719539,77003569.449,374056.557,253835,25084881.136,131958.515,463892,51848311.404,241798.876,251837,17678410.843,69017.496,106075,6963721.918,29922.463,145762,10694059.484,39024.783
2012,Tramo 17 hasta 60.000.000 UF,Grande 4,Grande,40,1648575236.49,77183,45315907.749,60088.573,22982,8601713.478,17158.247,53964,36704454.432,42910.161,10522,1251731.119,3175.83,4490,405799.113,1304.998,6032,842294.123,1866.998
2012,Tramo 6 hasta 10.000 UF,Pequeña 2,Pequeña,51614,362624369.37,514176,49248900.544,270889.615,176209,18477087.632,97824.622,336631,30723263.967,172767.743,216209,15796649.53,73622.846,96940,6669847.426,34248.885,119269,9109459.643,39340.294
2012,Tramo 5 hasta 5.000 UF,Pequeña 1,Pequeña,80235,278826697.93,380698,29215784.403,195877.065,133787,11438058.187,73768.299,245770,17747728.461,121892.933,189105,11773543.572,72571.858,87041,5289036.821,35485.39,102064,6471410.022,37051.635
2012,Tramo 4 hasta 2.400 UF,Micro 3,Micro,210245,264517661.65,365563,37535901.418,207281.413,151382,18528189.138,96456.051,213255,18980083.529,110614.695,262317,12276406.362,123511.175,129172,5620991.732,64027.047,133145,6644367.462,59439.878
2012,Tramo 3 hasta 600 UF,Micro 2,Micro,170353,63129270.09,108104,12904728.657,67859.394,58567,7907891.626,40798.823,49369,4992680.409,27030.571,146350,4399268.769,71002.211,83201,2201403.693,39824.395,63149,2196101.112,31158.15
2012,Tramo 2 hasta 200 UF,Micro 1,Micro,244343,18653862.53,77304,24064244.856,56853.321,38816,12916003.601,30470.911,38232,11143728.262,26367.327,122262,4847825.565,59989.381,64433,2146316.696,33049.981,57829,2698090.127,26928.65
2012,Tramo 1 Sin ventas/Sin info.,Sin Ventas/Sin Información,Sin Ventas/Sin Información,162475,0,546411,157675902.597,450719.94,248546,67090186.087,201830.635,297021,90557021.642,248823.888,194846,23626412.646,81450.02,94196,9936446.568,41122.053,100650,13671870.365,40287.05
2012,Tramo 16 hasta 30.000.000 UF,Grande 4,Grande,79,1650973327.51,161498,65382588.637,118237.141,68623,18179415.282,48685.321,92270,47154801.657,69520.57,89968,5154805.787,21807.635,46854,2066760.643,10814.233,43114,3084750.949,10982.901
2012,Tramo 15 hasta 15.000.000 UF,Grande 4,Grande,567,3399726025.95,769098,217498314.866,503210.261,239165,49471221.6,159871.953,527415,167842004.778,343260.89,175289,12383639.86,53901.939,78466,4463639.383,23570.473,96823,7892398.362,30305.216
2012,Tramo 14 hasta 3.000.000 UF,Grande 4,Grande,1223,2018627468.88,909639,190372753.696,557861.957,318388,51069864.91,202794.428,587043,138925580.321,354528.861,359766,15961174.88,142002.297,251449,7041281.3,108498.667,108317,8901346.118,33462.879
2012,Tramo 13 hasta 1.000.000 UF,Grande 3,Grande,998,775640541.7,527331,81397904.274,286877.365,185983,21886904.795,103050.369,339760,59434222.839,183684.829,101294,6516231.505,29694.381,45868,2410898.803,14240.067,55426,4093963.267,15436.397
2012,Tramo 12 hasta 600.000 UF,Grande 2,Grande,4396,1481137400.67,1076029,157578770.479,579970.387,365469,41839435.958,196137.237,706013,115625198.741,383621.483,252452,16137792.589,68397.829,110372,5934174.709,30180.378,142080,10185259.683,38183.784
2012,Tramo 11 hasta 200.000 UF,Grande 1,Grande,5500,768354977.65,691160,94086820.714,367761.069,219820,25896337.122,118713.109,468910,68097169.753,248834.794,200741,13315928.451,52377.679,87567,5134951.666,23433.969,113174,8158362.765,28915.543
2012,Tramo 18 más de 60.000.000 UF,Grande 4,Grande,23,3579394467.62,169194,101087691.042,131507.646,73097,22025371.386,54398.156,94945,79057179.059,77094.24,33162,1803051.24,6518.571,15279,460597.136,2634.494,17883,1335205.949,3872.91
2012,Tramo 10 hasta 100.000 UF,Mediana 2,Mediana,3457,299636850.54,316575,40125277.279,168425.583,115673,12375538.667,61374.969,199937,27715310.749,106977.198,91246,5978914.65,23011.801,38721,2290115.766,9926.653,52525,3683209.977,13073.815
2013,Tramo 7 hasta 25.000 UF,Pequeña 3,Pequeña,41447,643223600.82,835046,94706387.048,452593.951,283831,33033806.583,160662.513,549271,61577535.681,291598.606,301183,23658134.945,90809.982,129853,9576800.78,40512.873,171330,14059989.708,50259.359
2013,Tramo 5 hasta 5.000 UF,Pequeña 1,Pequeña,84671,293983363.07,395447,37518635.293,212247.899,144828,15478929.446,84328.882,249571,21991078.377,127750.6,192848,12610554.745,75481.024,89339,5676259.978,37210.056,103509,6921029.497,38239.301
2013,Tramo 16 hasta 30.000.000 UF,Grande 4,Grande,81,1694459262.95,193451,73206212.458,138297.801,75950,20488073.061,54531.32,116778,52651028.039,83729.313,84744,5363780.49,21169.137,44171,2158430.203,10402.318,40573,3202178.415,10757.402
2013,Tramo 15 hasta 15.000.000 UF,Grande 4,Grande,598,3659781061.37,827770,232870221.542,539958.332,277417,56256570.081,181239.026,545805,176126123.001,358530.554,310094,14595085.085,113116.645,201317,5844408.243,79256.765,108777,8729760.934,33833.295
2013,Tramo 12 hasta 600.000 UF,Grande 2,Grande,4604,1545840512.08,1106392,171953084.385,595177.964,395593,47428892.894,212516.23,705988,124387666.941,382481.401,249398,16210190.605,68174.247,112482,6070814.659,31381.46,136916,10124712.11,36747.953
2013,Tramo 17 hasta 60.000.000 UF,Grande 4,Grande,38,1608872144.98,66594,39912654.786,53528.242,19683,8194670.814,14894.664,46556,31699026.664,38620.578,10211,1230137.776,3365.496,4523,453232.783,1495.582,5688,774236.582,1867.498
2013,Tramo 9 hasta 75.000 UF,Mediana 2,Mediana,6472,394960666.41,434113,59734859.705,234790.055,158830,19783261.931,86539.126,273670,39910069.34,148159.43,153087,11961306.425,43280.947,64625,4790361.465,18670.894,88462,7154994.639,24590.719
2013,Tramo 11 hasta 200.000 UF,Grande 1,Grande,5775,808010930.84,720753,100180283.365,376425.142,251933,28655871.189,130886.681,466451,71446057.537,245425.543,201126,13585954.727,51949.763,88333,5195887.388,23150.136,112793,8369987.392,28774.877
2013,Tramo 13 hasta 1.000.000 UF,Grande 3,Grande,1046,808929670.33,455947,84668935.699,259018.057,153715,22415128.141,88903.714,299207,62179279.127,170059.011,90128,5960098.943,26305.051,40361,2171194.556,12244.736,49767,3775794.408,14046.899
2013,Tramo 4 hasta 2.400 UF,Micro 3,Micro,218558,275514453.51,378061,46445998.379,223741.663,157074,22140943.266,102743.301,220328,24276457.864,120878.863,265454,13168363.236,125867.675,130344,6036378.162,65514.381,135110,7119939.222,60313.961
2013,Tramo 14 hasta 3.000.000 UF,Grande 4,Grande,1276,2137305954.38,962917,206572489.256,583174.531,333828,54462171.303,210613.427,623718,151877968.016,372383.02,265183,15507273.804,98666.325,160600,6582201.831,67116.946,104583,8913634.888,31521.547
2013,Tramo 2 hasta 200 UF,Micro 1,Micro,244353,18780022.66,64668,13403646.3,43301.155,31516,6958678.412,22802.995,32950,6435803.737,20477.66,124817,4483795.102,58719.046,66480,1994269.77,32638.397,58337,2485987.34,26066.316
2013,Tramo 6 hasta 10.000 UF,Pequeña 2,Pequeña,54169,380662210.14,523442,48601553.332,275502.529,181776,18324264.699,101951.538,340706,30236479.324,173387.491,220409,16525742.204,75520.345,99686,7158335.989,35683.384,120723,9356559.457,39806.711
2013,Tramo 3 hasta 600 UF,Micro 2,Micro,173195,64339304.92,95289,10562524.664,58302.312,50145,6445317.948,34719.741,44951,4108738.48,23549.322,123636,3695645.756,64962.8,67358,1676271.75,35866.815,56278,2017908.038,29078.402
2013,Tramo 18 más de 60.000.000 UF,Grande 4,Grande,27,4384874540.6,181290,113830325.736,145682.23,77180,26447619.809,60175.323,103487,87368673.109,85492.655,15972,1983264.259,4986.494,5778,500570.828,1760.248,10194,1480381.329,3222.246
2013,Tramo 10 hasta 100.000 UF,Mediana 2,Mediana,3657,316451408.45,311673,42261127.579,164610.168,109925,12727981.988,58035.137,200995,29480791.014,106503.447,90431,5891852.238,22713.885,39092,2208151.698,9887.57,51339,3676994.317,12816.065
2013,Tramo 8 hasta 50.000 UF,Mediana 1,Mediana,17030,595602652.71,686795,81539943.72,367280.404,243432,26909122.789,132137.187,441753,54568661.583,234969.467,230499,17287637.412,63361.337,97089,6917643.643,27379.3,133410,10352396.244,35940.871
2013,Tramo 1 Sin ventas/Sin info.,Sin Ventas/Sin Información,Sin Ventas/Sin Información,167932,0,580114,179703132.759,476398.27,273382,80430371.001,222243.218,305323,99239470.71,254085.885,206563,26662994.541,85596.516,101514,11537252.147,43634.05,105049,15110381.77,41928.882
2014,Tramo 12 hasta 600.000 UF,Grande 2,Grande,4920,1657308838.99,1099433,174525035.181,589646.964,396125,48763350.112,212386.645,698638,125643347.659,377130.569,238518,15865568.401,66895.251,109301,5942617.629,31585.712,129217,9910976.893,35285.955
2014,Tramo 7 hasta 25.000 UF,Pequeña 3,Pequeña,43184,670444375.24,852945,100891456.951,465296.449,292705,35536141.236,167754.428,558326,65284439.638,297314.438,299154,23935805.308,92599.982,127058,9589581.938,41197.207,172096,14328262.781,51361.358
2014,Tramo 10 hasta 100.000 UF,Mediana 2,Mediana,3785,327577573.33,306532,43524708.419,166649.755,111377,13272234.564,60714.388,194352,30220109.242,105888.451,96074,5842919.45,24278.549,42677,2230687.279,11008.568,53397,3602664.235,13258.898
2014,Tramo 2 hasta 200 UF,Micro 1,Micro,254470,19459131.54,81521,20054551.752,58701.82,36191,8870893.332,26993.578,45097,11176811.358,31695.909,125858,5278492.405,58403.296,66634,2208029.893,32266.814,59224,3064803.038,26126.315
2014,Tramo 9 hasta 75.000 UF,Mediana 2,Mediana,6735,410507314.2,428471,58818305.337,229410.64,158360,19780103.35,86386.96,269025,39007715.744,142961.346,136239,10246660.021,37559.202,58701,4036423.127,16485.979,77538,6196520.923,21058.389
2014,Tramo 14 hasta 3.000.000 UF,Grande 4,Grande,1314,2183020194.97,975712,211465944.819,581479.268,341668,58633309.008,215039.589,628129,152632035.319,366308.848,304705,15462685.917,116365.398,194219,6482300.221,81535.938,110486,8962979.386,34794.462
2014,Tramo 8 hasta 50.000 UF,Mediana 1,Mediana,17706,621890690.11,707834,89490267.246,382538.486,252256,30418285.785,140423.437,453940,59027509.293,242009.049,239317,18045462.295,68394.835,101058,6998450.105,29449.049,138259,11022162.739,38894.703
2014,Tramo 15 hasta 15.000.000 UF,Grande 4,Grande,640,3876613108.29,805847,234714247.04,520328.831,267285,56262407.929,170945.192,534535,178214986.6,349288.055,265928,14853993.321,100193.241,167442,6149582.414,69518.36,98486,8691326.017,30655.382
2014,Tramo 18 más de 60.000.000 UF,Grande 4,Grande,36,5694688893.8,190095,127853852.037,151945.727,76676,29248380.488,59782.99,112323,98587192.453,92148.238,18798,2305278.314,5708.66,6819,598011.224,2058.081,11979,1700623.625,3646.246
2014,Tramo 3 hasta 600 UF,Micro 2,Micro,179035,66408932.18,101816,13437349.313,64514.229,54585,8226465.238,38938.157,47081,5206926.249,25558.072,127533,3902258.284,65868.632,69436,1798532.598,36613.315,58097,2102525.564,29241.734
2014,Tramo 6 hasta 10.000 UF,Pequeña 2,Pequeña,55805,392404108.69,517898,49327810.143,272529.781,178089,18355875.905,100541.956,338920,30935556.156,171874.492,211997,15730995.624,72846.848,94609,6670534.655,34305.72,117388,9049204.616,38518.462
2014,Tramo 13 hasta 1.000.000 UF,Grande 3,Grande,1114,861341332.18,475418,85865170.658,262850.88,167963,22937814.451,93579.456,303992,62884438.424,169227.924,86670,5926144.26,23987.553,38755,2095332.796,10861.153,47915,3820097.451,13115.733
2014,Tramo 11 hasta 200.000 UF,Grande 1,Grande,6097,853505135.74,721916,104758441.201,379812.977,255753,30653316.133,133991.015,463345,74016208.463,245710.462,200751,13185467.539,50740.013,88667,4889367.742,22569.636,112084,8280631.08,28142.378
2014,Tramo 4 hasta 2.400 UF,Micro 3,Micro,224974,283687367.2,370459,41663786.917,213367.163,155688,21138332.138,101508.885,213968,20492304.827,111779.362,262876,12753998.104,124666.342,128689,5880348.542,65101.048,134187,6866658.425,59532.044
2014,Tramo 16 hasta 30.000.000 UF,Grande 4,Grande,78,1649110599.09,224665,70966931.434,163015.049,110141,25676944.727,80555.233,112808,45273229.275,82445.399,97923,6191376.942,25863.715,51027,2474874.055,12617.898,46896,3714816.641,13236.4
2014,Tramo 5 hasta 5.000 UF,Pequeña 1,Pequeña,86913,302133292.16,410594,43875665.523,225292.98,150998,18241580.722,91287.465,258819,25613177.37,133918.515,195076,13107504.503,76905.94,90568,5930076.258,37941.056,104508,7166726.332,38937.967
2014,Tramo 17 hasta 60.000.000 UF,Grande 4,Grande,34,1397877237.74,65226,45492232.244,52554.909,18187,8435095.813,14167.747,46733,37008447.129,38363.661,7796,928320.097,2176.497,3596,377077.767,1008.332,4200,548787.401,1167.165
2014,Tramo 1 Sin ventas/Sin info.,Sin Ventas/Sin Información,Sin Ventas/Sin Información,171748,0,588572,185289652.376,483886.272,282198,83823859.228,230015.634,305156,101429249.682,253809.803,208769,27816440.439,86767.598,101873,12246267.549,44312.467,106896,15539040.836,42406.965
2015,Tramo 11 hasta 200.000 UF,Grande 1,Grande,6183,868293156.43,722845,109568578.916,386131.48,260315,32673216.547,138693.683,460088,76855401.84,247366.63,199106,11574402.507,49215.763,89847,4116465.587,22244.718,109259,7446875.317,26954.128
2015,Tramo 6 hasta 10.000 UF,Pequeña 2,Pequeña,58305,410138466.65,537930,53883384.598,289623.112,189744,20588131.838,110212.204,347095,33268491.337,179326.324,207107,14449458.24,70671.433,91712,5875328.927,32905.887,115395,8567202.513,37745.546
2015,Tramo 8 hasta 50.000 UF,Mediana 1,Mediana,18171,637031066.13,718255,95070007.497,391286.233,255881,32421733.845,144654.854,460868,62608822.41,246541.463,233110,16850052.374,65614.253,96095,6242071.969,28079.05,137015,10599524.483,37510.119
2015,Tramo 4 hasta 2.400 UF,Micro 3,Micro,232730,293695868.76,372784,41536677.106,211628.744,154967,20791089.823,99465.884,216687,20728795.066,112103.527,257717,12001540.743,120389.426,125625,5413486.329,62301.465,132092,6581373.103,58065.795
2015,Tramo 18 más de 60.000.000 UF,Grande 4,Grande,34,5443111533.49,181121,126939702.685,147592.23,73302,31173368.863,59113.408,107137,95764633.016,88468.989,16771,2216476.267,5326.494,6379,610744.83,1951.164,10392,1600338.117,3372.163
2015,Tramo 3 hasta 600 UF,Micro 2,Micro,182255,67683711.61,87771,13838454.946,53747.398,38913,6716497.717,26477.493,48697,7114616.034,27247.822,117353,3781888.844,61957.551,60498,1727562.143,33827.901,56855,2050439.052,28111.734
2015,Tramo 13 hasta 1.000.000 UF,Grande 3,Grande,1101,847702552.27,479678,87319135.565,263985.131,170533,22713679.364,93615.623,306215,64524841.504,170264.841,83069,5792989.043,23429.887,37612,1959763.562,10631.903,45457,3824560.612,12791.484
2015,Tramo 16 hasta 30.000.000 UF,Grande 4,Grande,86,1856772486.58,193314,71377296.08,150606.889,85228,23696475.383,66854.488,107478,47672457.657,83739.901,97922,6114559.435,24794.715,50908,2433828.262,11965.065,47014,3678956.276,12821.65
2015,Tramo 15 hasta 15.000.000 UF,Grande 4,Grande,621,3789781005.01,863368,249546599.642,568987.328,319775,65949986.748,211177.768,536927,183459070.785,357761.726,271603,14808006.584,105601.326,175063,6214865.498,75182.357,96540,8579177.406,30401.216
2015,Tramo 2 hasta 200 UF,Micro 1,Micro,258285,19730620.24,98146,22550999.482,72823.569,54793,11861058.792,42422.909,43229,10688649.043,30393.493,119933,4603913.573,54281.214,67010,1941127.928,30435.396,52923,2662502.933,23843.401
2015,Tramo 5 hasta 5.000 UF,Pequeña 1,Pequeña,89595,311547708.28,426565,45388505.055,235052.726,157778,19760504.3,97137.048,268051,25615056.474,137861.179,193610,12470287.418,75239.19,89559,5475380.15,37044.889,104051,6985945.732,38177.801
2015,Tramo 14 hasta 3.000.000 UF,Grande 4,Grande,1313,2204440134.56,918780,211504154.254,565271.88,324944,59759761.177,208634.597,586016,151588553.355,356547.45,296376,15434833.978,114342.066,188923,6465293.774,80661.105,107453,8949614.553,33653.712
2015,Tramo 7 hasta 25.000 UF,Pequeña 3,Pequeña,44364,690726030.08,850234,101590251.528,465149.367,287851,35909732.178,167656.431,560680,65639353.781,297347.853,289038,21352900.264,88072.902,121749,8211407.045,38747.876,167289,13128526.762,49293.027
2015,Tramo 17 hasta 60.000.000 UF,Grande 4,Grande,36,1526172681.37,66078,43479144.249,52446.075,23009,10059420.579,17622.747,42759,33375291.105,34805.662,10909,1326963.949,3579.996,5388,569060.588,1842.832,5521,755518.61,1736.248
2015,Tramo 10 hasta 100.000 UF,Mediana 2,Mediana,3739,323409204.12,324114,47586123.424,170367.332,121923,15661069.481,64692.635,201350,31902051.532,105643.614,96230,6424344.881,25925.716,40891,2293200.382,11150.236,55339,4123038.376,14769.814
2015,Tramo 12 hasta 600.000 UF,Grande 2,Grande,4929,1659820550.07,1069611,178465964.017,583818.311,370704,48555520.283,203070.654,693756,129813901.451,380643.074,233297,14833493.049,66521.253,105549,5158853.448,31268.297,127748,9665592.497,35234.956
2015,Tramo 1 Sin ventas/Sin info.,Sin Ventas/Sin Información,Sin Ventas/Sin Información,176973,0,609112,199944792.139,505039.441,297679,92007334.004,244770.134,309422,107920417.43,260231.974,212111,31253958.572,92831.681,102906,13907980.172,47368.3,109205,17325360.715,45430.881
2015,Tramo 9 hasta 75.000 UF,Mediana 2,Mediana,6880,419192939.82,434407,66657753.224,242424.474,157187,21948114.219,89250.544,276081,44681278.548,153122.43,138815,10710684.403,38126.368,58952,4019174.528,16452.063,79863,6685365.596,21663.639
2016,Tramo 9 hasta 75.000 UF,Mediana 2,Mediana,7238,441404839.84,457477,64609559.557,242839.213,168130,21443188.255,90614.873,288203,43157618.541,152195.841,156113,10615779.685,41239.195,70863,4097933.886,18448.642,85250,6512522.242,22782.803
2016,Tramo 3 hasta 600 UF,Micro 2,Micro,186573,69287332.9,83375,10111650.481,47697.397,34457,4836672.497,22251.826,48745,5271354.16,25432.987,138985,4385869.844,73043.962,71455,2029749.464,39909.148,67530,2355599.091,33129.814
2016,Tramo 18 más de 60.000.000 UF,Grande 4,Grande,34,5718673664.89,187475,121659187.967,154497.978,79474,32299321.598,64288.491,107648,89359050.594,90202.656,16499,2078744.142,5090.994,6566,567497.093,1889.331,9933,1503703.094,3198.246
2016,Tramo 8 hasta 50.000 UF,Mediana 1,Mediana,19008,664635552.9,734733,100751998.687,401000.562,260146,34298404.095,147323.269,473165,66428798.481,253623.96,258094,18241546.279,72020.161,106901,6812706.235,30690.713,151193,11418524.183,41309.781
2016,Tramo 14 hasta 3.000.000 UF,Grande 4,Grande,1353,2245705114.66,897401,213813940.059,557082.47,312371,61419394.375,204039.934,578569,152329606.284,352983.786,273502,14232560.916,107261.575,173166,6003303.404,75556.692,100336,8218084.722,31683.299
2016,Tramo 12 hasta 600.000 UF,Grande 2,Grande,5121,1722025693.82,1068312,184868456.712,585006.228,361231,50182494.79,199834.075,702767,134622472.009,385107.071,229914,15330710.121,65203.087,103800,5230279.986,31002.881,126114,10093907.493,34186.956
2016,Tramo 17 hasta 60.000.000 UF,Grande 4,Grande,44,1816653458.74,80688,47181648.936,65018.824,29173,11164385.085,22399.246,51150,36009481.222,42612.911,13212,1732330.272,4507.662,6801,766589.821,2372.331,6411,965668.324,2134.998
2016,Tramo 6 hasta 10.000 UF,Pequeña 2,Pequeña,59875,421336789.79,543921,57778593.783,293051.442,185924,21686532.785,108369.288,357239,36071099.266,184614.654,235660,16200771.268,78879.339,104074,6582762.142,36627.549,131586,9608383.351,42240.123
2016,Tramo 5 hasta 5.000 UF,Pequeña 1,Pequeña,91758,318978834.21,433923,47714180.043,241317.642,161178,20581946.214,99821.381,271939,27119341.292,141452.762,228499,14422529.705,87986.012,105342,6243825.491,43036.301,123157,8171474.563,44930.211
2016,Tramo 11 hasta 200.000 UF,Grande 1,Grande,6386,893560288.63,761980,114806810.873,404693.882,287301,35729102.538,153312.174,472231,79035139.244,251303.708,195894,12236637.994,50451.681,87610,4339609.376,22790.469,108284,7890076.223,27652.379
2016,Tramo 16 hasta 30.000.000 UF,Grande 4,Grande,69,1479490002.22,155403,63183836.243,120155.646,68496,20605826.585,53434.157,86519,42557038.189,66712.988,87894,5311920.848,21730.052,45915,2139540.449,10531.9,41979,3169503.05,11191.818
2016,Tramo 15 hasta 15.000.000 UF,Grande 4,Grande,615,3869479412.82,858106,249781582.857,571651.164,337431,70930204.134,223217.848,515657,178742989.635,348400.733,435106,17363970.673,200105.354,315578,7868303.805,159314.069,119528,9482197.897,40764.541
2016,Tramo 1 Sin ventas/Sin info.,Sin Ventas/Sin Información,Sin Ventas/Sin Información,181160,0,625241,211088832.399,519722.432,309932,98242154.754,255338.297,313393,112799711.535,264329.556,225894,33291137.236,99908.843,110053,15050800.615,51341.631,115841,18210943.627,48528.796
2016,Tramo 4 hasta 2.400 UF,Micro 3,Micro,238136,300431647.33,378929,38225702.436,212829.741,155118,19239179.487,99661.718,223012,18977908.118,113130.357,305363,13831416.584,140063.495,148237,6210284.44,72929.541,157126,7616319.979,67114.037
